permalink,collection,id,loc,uuid,artist,year,location,description,imageLink
https://digitalcollections.nypl.org/items/510d47d9-4e03-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439954,,257bdc70-c609-012f-143e-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women branch together artificial flowers,https://images.nypl.org/index.php?id=439954&t=w
https://digitalcollections.nypl.org/items/510d47d9-4e00-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439952,,244202c0-c609-012f-797d-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Young women working at a table in artificial flower factory,https://images.nypl.org/index.php?id=439952&t=w
https://digitalcollections.nypl.org/items/510d47d9-4dff-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439951,,23d16060-c609-012f-bf3f-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Two women working on artificial flowers,https://images.nypl.org/index.php?id=439951&t=w
https://digitalcollections.nypl.org/items/510d47d9-4dfd-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439949,,22f79880-c609-012f-2550-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women pressing petals for artificial flowers,https://images.nypl.org/index.php?id=439949&t=w
https://digitalcollections.nypl.org/items/510d47d9-4dfe-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439950,,2372ded0-c609-012f-3602-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women create foliage for artificial flowers,https://images.nypl.org/index.php?id=439950&t=w
https://digitalcollections.nypl.org/items/510d47d9-4dfc-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439948,,22a69ad0-c609-012f-0b1f-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women assemble artificial flowers,https://images.nypl.org/index.php?id=439948&t=w
https://digitalcollections.nypl.org/items/510d47d9-4dfb-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439947,,2238de50-c609-012f-637e-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Two women assemble artificial roses,https://images.nypl.org/index.php?id=439947&t=w
https://digitalcollections.nypl.org/items/510d47d9-4dfa-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439946,,21d2a5b0-c609-012f-5daa-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women assemble artificial roses,https://images.nypl.org/index.php?id=439946&t=w
https://digitalcollections.nypl.org/items/510d47d9-4df9-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439945,,21785d70-c609-012f-6346-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Two women assemble artificial roses,https://images.nypl.org/index.php?id=439945&t=w
https://digitalcollections.nypl.org/items/510d47d9-4df7-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439943,,20b44b10-c609-012f-6fd9-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Woman uses goffer iron to press artificial flower petals,https://images.nypl.org/index.php?id=439943&t=w
https://digitalcollections.nypl.org/items/510d47d9-4df6-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439942,,204d78e0-c609-012f-47c7-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women prepare artificial rose petals for joining,https://images.nypl.org/index.php?id=439942&t=w
https://digitalcollections.nypl.org/items/510d47d9-4df5-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439941,,1ff3cb40-c609-012f-b650-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women at a table assemble artificial roses,https://images.nypl.org/index.php?id=439941&t=w
https://digitalcollections.nypl.org/items/510d47d9-4deb-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439937,,3cb810c0-c609-012f-229e-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Elderly woman punches tickets,https://images.nypl.org/index.php?id=439937&t=w
https://digitalcollections.nypl.org/items/510d47d9-4dea-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439936,,3c584b40-c609-012f-1df5-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,,Girl draws two zebras using charcoal,https://images.nypl.org/index.php?id=439936&t=w
